"category_id","category_name","press","title","content","reporter","date","link","timestamp"
"100","2025-07-30 PM 12:34:51","연합뉴스","[2보] 대전서 전 연인 살해 20대 남성 긴급체포…체포 직전 음독 시도","흉기 살인 발생한 대전 서구 괴정동 주택가 (대전=연합뉴스) 강수환 기자 = 29일 낮 12시 8분께 대전 서구 괴정동 주택가에서 한 남성이 30대 여성을 흉기로 찌르고 도주했다. 경찰은 피해 여성의 전 연인으로 추정되는 20대 남성 용의자를 쫓고 있다. 사진은 현장에 쳐놨던 폴리스라인이 쓰레기봉투에 버려져 있는 모습. 2025.7.29 swan@yna.co.kr (대전=연합뉴스) 이주형 강수환 기자 = 대전에서 전 여자친구였던 30대 여성을 살해하고 달아난 20대 남성이 도주 24시간 만에 경찰에 붙잡혔다. 30일 대전서부경찰서는 이날 낮 12시께 살인 혐의를 받는 A(20대)씨를 대전 중구 산성동의 한 지하차도에서 긴급체포했다고 밝혔다. 차량을 이용해 도주 중이었던 A씨는 체포되기 직전 차 안에서 음독을 시도했던 것으로 확인됐다. A씨는 전날 낮 12시 8분께 대전 서구 괴정동 주거지 앞 거리에서 흉기를 휘둘러 30대 여성 B씨를 살해한 혐의를 받는다. B씨는 출동한 소방 구급대에 의해 심정지 상태로 인근 병원으로 옮겨졌으나 결국 숨졌다. 경찰은 사건 현장에서 습득한 유기물을 토대로 이들이 헤어진 연인관계인 것으로 확인했고, A씨가 이날 B씨 주거지를 찾았다가 범행을 저지른 것으로 보고 현장 인근 폐쇄회로(CC)TV 등을 토대로 A씨의 행방을 추적해 왔다. 경찰 관계자는 ""A씨가 음독을 시도했지만 생명에 큰 지장은 없는 것으로 확인했다""며 ""A씨를 상대로 자세한 범행 동기 등을 파악할 방침이다""고 밝혔다. coolee@yna.co.kr","","2025-07-30 12:19:55","https://n.news.naver.com/mnews/article/001/0015538327","2025-07-30 PM 12:35:10"
"100","2025-07-30 PM 12:34:51","MBC","목걸이에 그림·현금까지‥""타인의 재산","[정오뉴스] ◀ 앵커 ▶ '김건희 국정농단 특검'이 나토 순방 당시 김 여사가 착용했던 고가의 목걸이를 발견했습니다. 이 목걸이는 김 여사 오빠의 장모 집에서 발견됐는데, 문제의 목걸이뿐 아니라 이우환 화백의 작품과 거액의 현금도 함께 발견된 것으로 확인됐습니다. 특검은 이 물건들에 대가성이 있었는지, 또 왜 오빠 장모의 집에 두었는지 등을 조사하고 있습니다. 윤상문 기자입니다. ◀ 리포트 ▶ 지난 금요일 양평 공흥지구 개발 특혜 의혹을 수사하기 위해 김건희 여사의 오빠, 김진우 씨의 장모 집을 압수수색하던 특검이 고가품으로 보이는 목걸이를 발견했습니다. 김 여사가 나토 순방 당시 착용했다고 알려진 '반 클리프 아펠' 제품으로 추정되는 목걸이였습니다. 이뿐만이 아니었습니다. 세계적 화가인 이우환 화백이 그린 것으로 보이는 미술 작품과 고가의 다른 장신구, 거액의 현금 다발이 담긴 가방까지 추가로 발견된 것으로 확인됐습니다. 이 화백의 그림은 '프롬 포인트' 연작 시리즈 중 하나인 것으로 알려졌습니다. 문제의 목걸이와 그림, 현금 등은 김 씨와 김 씨 부인이 가져다놨고 일부 물품은 장모도 자기 집에 맡겨놨는지 몰랐던 것으로 전해졌습니다. 특검은 곧바로 추가 압수수색 영장을 발부받아 이같은 고가품들을 모두 확보했습니다. 김 여사가 착용했던 목걸이나, 고가의 미술품 등을 왜 김 여사의 집이나 오빠의 집이 아닌 장모의 집에 보관했는지, 다른 사람이 김 여사 측에 대가를 바라고 건넨 것은 아닌지 확인하기 위해서입니다. 오빠 김진우 씨도 조사했습니다. [김진우/김건희 여사 오빠 (그제)] ""<김 여사 목걸이가 왜 장모님 댁에서 나왔는지 한 말씀만 부탁드릴게요.>…"" 김 여사 측은 논란이 된 '반 클리프 아펠' 목걸이 자체가 정품이 아니라 모조품이고 지인에게 선물을 했다가 다시 빌려서 착용을 한 거라는 입장입니다. 또 현금 다발이나 그림은 김 여사와 아무런 관련이 없는 타인의 재산이라고 밝혔습니다. 특검은 김 여사가 특검 수사를 앞두고 자신이 갖고 있던 고가품들을 숨기거나 모조품으로 바꿔둔 것은 아닌지 확인하고 있습니다. MBC뉴스 윤상문입니다. MBC 뉴스는 24시간 여러분의 제보를 기다립니다. ▷ 전화 02-784-4000 ▷ 이메일 mbcjebo@mbc.co.kr ▷ 카카오톡 @mbc제보","윤상문 기자","2025-07-30 12:18:18","https://n.news.naver.com/mnews/article/214/0001439683","2025-07-30 PM 12:35:10"
"100","2025-07-30 PM 12:34:51","한겨레","[단독] 특검, ‘양평 공흥지구 의혹’ 김건희 오빠 재판도 중단 요청","김건희 여사 오빠인 김진우씨가 28일 밤 김 여사 관련 의혹들을 수사하는 민중기 특별검사팀 사무실이 위치한 서울 종로구 케이티(KT)광화문빌딩웨스트(West)에서 조사를 마친 뒤 얼굴을 가린 채 특검 사무실을 나서고 있다. 연합뉴스 민중기 특별검사팀이 ‘양평 공흥지구 개발 특혜 의혹’ 사건으로 기소된 김건희 여사 오빠의 재판을 중단해달라고 요청한 것으로 확인됐다. 김씨 형사재판도 중단되고 특검의 수사가 진행될 것으로 보인다. 한겨레가 30일 취재한 결과, 특검팀은 지난 18일 사문서위조 및 행사, 위계공무집행방해 혐의를 받는 김진우씨 사건의 공소유지를 담당해온 수원지검 여주지청에 형사재판 중단을 요청했다. 이에 검찰은 재판부에 “특검팀이 추가로 수사해 밝혀야 할 내용이 있다”는 취지의 요청서를 제출한 것으로 알려졌다. 김씨는 양평군에서 부과하는 개발부담금을 감경받을 의도로 공사비를 포함한 증빙서류를 위조한 혐의로 2023년 7월 기소돼 현재 1심 재판을 받는 중이다. 특검팀은 최근 공흥지구 특혜 의혹 관련 수사에 나선 뒤 김씨의 추가 기소 등을 염두에 두고 재판 중단을 요청한 것으로 보인다. 특검팀은 지난 25일 특정범죄가중처벌법의 국고손실 혐의를 적용해 김씨의 자택과 사무실 등을 압수수색했다. 재판부가 기일 추후 지정을 한다면, 특검팀 수사가 마무리될 때까지 재판은 중단된다. 특검팀의 요청으로 경기 양평군 공무원 3명의 항소심 재판 절차도 중단된 상태다. 검찰은 지난 25일 공흥지구 개발 사업을 담당한 양평군청 공무원들의 허위공문서 작성·행사 사건 항소심 첫 공판에서 “특검팀이 ‘이 사건 재판이 당장 확정되는 것을 원하지 않는다’는 의견을 보냈다”며 재판 기일을 추후에 지정해달라 요청했고, 재판부는 이를 받아들였다. 양평 공흥지구 개발 특혜 의혹은 김 여사의 어머니인 최은순씨가 설립에 참여하고 오빠 김씨가 대표로 있는 가족기업 이에스아이엔디(ESI&D)가 공흥지구(2만2411㎡·350가구) 개발 사업 과정에서 각종 이득을 챙겼다는 내용이 뼈대다. 경찰과 검찰은 김씨만 기소하면서 김씨와 양평군과의 유착 의혹에 대해선 밝혀내지 못해 ‘부실수사’ 논란이 일었다. 검·경으로부터 사건 기록을 넘겨받은 특검팀은 김씨가 개발비용을 줄이기 위해 서류를 꾸민 의혹뿐 아니라 인허가를 받은 과정, 양평군청 쪽과 유착한 의혹 등을 광범위하게 들여다보고 있다.","","2025-07-30 12:12:07","https://n.news.naver.com/mnews/article/028/0002758655","2025-07-30 PM 12:35:10"
"100","2025-07-30 PM 12:34:51","한겨레","‘건진-김건희 청탁 의혹’ 통일교 키맨 구속 기로","‘건진법사 청탁 의혹’의 핵심 인물인 통일교 전 세계본부장 윤아무개씨가 30일 영장실질심사를 위해 서울중앙지법에 출석하고 있다. 연합뉴스 ‘건진법사’ 전성배씨를 통해 김건희 여사에게 금품 등을 건네며 통일교 현안을 청탁한 의혹을 받는 윤아무개 통일교 전 세계본부장이 30일 구속 기로에 놓였다. 윤 전 본부장은 통일교 정치권 로비 의혹의 중심에 서 있는 인물로, 그의 신병이 확보될 경우 특검팀의 로비 의혹 수사에 한껏 속도가 붙을 전망이다. 윤 전 본부장은 이날 오전 10시30분부터 진행된 서울중앙지법의 구속 전 피의자심문(영장실질심사)에 출석했다. 그는 ‘목걸이는 어떤 목적으로 건넸는지’, ‘통일교는 개인 일탈이라고 주장하는데 어떤 입장인지’ 등 취재진의 질문에 답하지 않고 법정으로 들어갔다. 김 여사 관련 의혹을 수사하는 민중기 특별검사팀은 지난 25일 청탁금지법·정치자금법 위반, 업무상 횡령 등 혐의로 윤 전 본부장의 구속영장을 청구했다. 윤 전 본부장은 2022년 4∼8월 전씨를 통해 김 여사에게 6천만원대 다이아몬드 목걸이와 샤넬 가방 2개를 전달한 혐의를 받는다. 윤 전 본부장은 그 대가로 캄보디아 메콩강 개발사업 지원 등 통일교 현안 해결을 내세운 것으로 조사됐다. 특히 윤 전 본부장은 2022년 5월 한 통일교 내부 행사에서 같은 해 3월22일 윤 전 대통령을 만나 공적개발원조(ODA) 관련 대화를 나눴다고 주장했다. 대통령이 당선인 신분으로 특정 종교의 고위 간부와 1시간 독대했다는 주장은 현실성이 크게 떨어진다는 정치권 평가가 나오는 가운데, 실제 통일교 내부에선 윤 전 본부장이 윤 전 대통령을 만나러 이동했다는 증언도 나온다. 특검팀은 지난 22일 윤 전 본부장을 1차 조사한 뒤 곧바로 구속영장을 청구했다. 김 여사 등 정치권 로비 의혹 수사가 통일교 교단 차원으로 확대되는 상황에서 전씨 등과 직접 연결된 핵심 인물인 윤 전 본부장의 신병을 확보하는 작업이 우선이라는 게 특검팀 판단이다. 앞서 검찰이 이 의혹을 수사하는 과정에서 확보한 윤 전 본부장과 전씨의 문자메시지, 간단한 메모를 적어둔 윤 전 본부장의 다이어리 등이 핵심 물증으로 영장심사에서 제시될 것으로 보인다.","김가윤 기자","2025-07-30 12:08:09","https://n.news.naver.com/mnews/article/028/0002758654","2025-07-30 PM 12:35:10"
"100","2025-07-30 PM 12:34:51","MBC","[단독] 집까지 따라와 성폭행 시도했는데 구속영장 기각‥'가해자 거주지 일정'","자료사진 ※ 본 사진은 기사와 직접적인 관련이 없습니다. 여고생을 성폭행하려 한 혐의를 받는 20대 남성에 대해 '주소지가 확실하다'는 이유로 법원이 구속영장을 내주지 않아 피해자 측이 반발하고 있습니다. 인천 삼산경찰서는 지난 26일 밤 10시 반쯤 인천 부평구의 한 도로에서 일면식도 없는 여고생을 성폭행하려 한 혐의로 20대 남성을 현행범 체포했다고 밝혔습니다. 이 남성은 길에서 만난 피해 여고생을 집 앞까지 쫓아간 뒤 범행을 저질렀던 것으로 조사됐습니다. 경찰은 이 남성에 대해 구속영장을 신청했지만 법원에서 기각됐습니다. 법원은 '가해 남성의 거주지가 일정해 도주할 우려가 없다'는 이유를 들어 구속영장을 내주지 않은 것으로 전해졌습니다. 이에 대해 피해자 측은 ""가해자가 언제 다시 찾아올지 몰라 불안감에 떠는 등 정상적인 일상이 불가능해졌다""며 분통을 터뜨렸습니다.","이승지 기자","2025-07-30 12:07:27","https://n.news.naver.com/mnews/article/214/0001439675","2025-07-30 PM 12:35:10"
"100","2025-07-30 PM 12:34:51","KBS","‘극한 폭염’ 언제까지…이 시각 재난센터","[앵커] 올여름 서울의 열대야 기록이 지난 1994년 기록을 뛰어넘었습니다. 오늘은 충청 지역이 최고 37도까지 오를 것으로 예보됐습니다. 재난방송 스튜디오 연결해서 극한 폭염의 원인과 전망, 자세히 알아보겠습니다. 김세현 기자! 먼저 현재 전국 폭염 상황부터 자세히 전해주시죠. [기자] 네, 지도를 보면서 상황을 확인해 보겠습니다. 지도에서 붉은색으로 표시된 지역이 30도를 넘은 곳입니다. 보시면, 아직 정오인데도 불구하고, 산지를 제외하고는 대부분 지역에 붉은색으로 30도를 넘었습니다. 이 시각 기온이 가장 높은 곳은 경기 광명시 철산동으로 34.4도까지 올랐습니다. 오늘 낮 동안 기온이 더 오르겠는데요. 기상청은 오늘 대전과 청주, 전주의 낮 최고기온이 37도, 서울과 대구는 36도까지 오를 것으로 예보했습니다. [앵커] 폭염과 열대야가 길게 이어지고 있는데, 폭염 특보와 열대야 상황은 어떤가요? [기자] 폭염 특보 상황을 한 번 보시겠습니다. 보시면 제주도 한라산과 추자도를 제외하곤 전국에 폭염 특보가 발효 중입니다. 짙은 보라색으로 전국 대부분 지역에 폭염 경보가 내려져 있는데요. 이렇게 전국적으로 폭염 특보가 내려진 지도 일주일이 넘었고, 열대야도 함께 이어지고 있습니다. 열대야는 밤사이 최저기온이 25도를 넘을 때를 말하는데요. 보시면 붉은색으로 표시된 지역이 지난 밤사이 열대야가 나타난 지역입니다. 수도권과 제주 해안에 열대야가 나타났는데요. 서울은 오늘 아침 최저 기온이 28.3도를 기록했고, 그중에서도 용산은 29도를 넘었습니다. 서울은 지난밤까지 11일째, 서귀포는 15일째, 인천과 청주, 강릉은 열흘째 열대야가 이어지고 있는데요. 서울은 올여름 열대야 일수가 총 21일로 지난 1994년 기록을 넘어 역대 1위를 기록 중입니다. 기상청은 폭염이 이어지고, 남쪽에서 덥고 습한 공기가 유입되면서 열대야가 이어졌다고 분석했습니다. [앵커] 밤낮으로 더위가 이어지면서, 온열질환자도 많이 발생하고 있죠? 피해 현황은 어떻습니까? [기자] 네, 이번 7월은 초순과 하순에 36도를 웃도는 극한 폭염이 발생하면서 온열질환자가 많이 발생하고 있습니다. 보시면 전국적으로 기온이 오르면서 온열질환자가 급증하는 걸 볼 수 있는데요. 이번 폭염으로 연일 전국 평균 기온이 30도에 육박하자 매일 100명이 넘는 온열질환자가 발생하고 있습니다. 폭염 피해가 큰 상황인데요. 그제까지 응급실을 찾은 온열질환자는 2,615명으로 지난해의 2.6배 수준이고, 사망자는 12명으로 3배나 많습니다. 특히 최근엔 36도를 웃도는 강한 폭염이 이어지고 있는 수도권을 중심으로 온열질환자가 급증하고 있습니다. 그제 하루만 전국에서 온열질환자가 164명이 발생했는데, 서울 등 수도권에서만 절반을 넘었습니다. 온열질환자가 가장 많이 발생한 시간은 아무래도 가장 기온이 높은 오후 시간대로 나타났는데요. 장소는 논밭과 실내외 작업장이 가장 많았습니다. 온열질환을 예방하려면 오후에는 되도록 야외 작업은 삼가고, 불가피할 경우 1시간에 15분씩 충분한 휴식을 취하면서 작업을 하셔야 하고요. 수분을 자주 섭취해야 합니다. 기상청은 토요일까지 서울의 낮 최고기온이 36도 안팎까지 오를 것으로 예보했습니다. 길어지는 폭염과 열대야에 건강관리에 각별히 유의하셔야겠습니다. 지금까지 재난방송 스튜디오에서 전해드렸습니다. ■ 제보하기 ▷ 전화 : 02-781-1234, 4444 ▷ 이메일 : kbs1234@kbs.co.kr ▷ 카카오톡 : 'KBS제보' 검색, 채널 추가 ▷ 네이버, 유튜브에서 KBS뉴스를 구독해주세요!","김세현 기자","2025-07-30 12:06:31","https://n.news.naver.com/mnews/article/056/0011999295","2025-07-30 PM 12:35:10"
"100","2025-07-30 PM 12:34:51","파이낸셜뉴스","또 흡연?"" 물 뿌린 여성 vs ""왜 물 뿌려"" 쳐들어온 남성…누가 더 문제일까 [어떻게 생각하세요]","아랫집 베란다에서 수시로 흡연하는 남성 보자 위층 여성 물 뿌려 물에 맞은 남성, 여성 집 잠금장치 강제로 훼손하며 집안까지 들어와 ""담배는 피워도 되고 물 뿌리는 건 안 되나"" 온라인에선 엇갈린 반응 베란다에서 수시로 흡연하는 아래층 남성에게 홧김에 물을 뿌렸다가 이 남성에게 위협받았다는 여성의 사연을 AI를 활용해 이미지로 생성. /사진=챗GPT [파이낸셜뉴스] 베란다에서 수시로 흡연하는 아래층 남성에게 화가 나 물을 뿌린 여성이 해당 남성에게 위협받는 일이 발생한 것으로 전해졌다. 경찰의 출동으로 불상사는 벌어지지 않았지만, 두 사람의 법적 처벌을 두고 온라인에선 다양한 의견이 나오고 있다. 머니투데이는 지난 26일 X(옛 트위터)에 ""여자 혼자 있는 집에 아랫집 남성이 쳐들어왔다""는 내용의 글이 올라왔다고 전했다. 해당 글 작성자인 A씨는 최근 아랫집에서 올라오는 담배 냄새에 신경이 곤두서 있었다. 글을 보면 아랫집 남성이 베란다에서 담배를 피우는 것을 본 A씨가 홧김에 아랫집을 향해 물을 뿌렸다. 물을 맞은 남성도 참지 않고 곧바로 위층으로 올라왔다. 그리고 10분 동안 남성은 걸어 잠근 A씨의 문을 강하게 두드리다가 잠금장치를 파손하고 A씨 집 안까지 들어온 것으로 전해졌다. A씨 신고로 현장에 경찰이 빠르게 출동하면서 불상사게 벌어지지 않은 게 그나마 다행이었다. A씨는 ""정신 나갈 것 같다. 아저씨가 경찰한테 내가 문을 열어줬다고 거짓 진술을 했는데 내가 열어줬으면 저게 부서져 있었겠나""라며 ""혼자 집에 있기 무서워 친구 집에 갔다. 저는 괜찮다""고 전했다. 글이 올라온 뒤 여론은 엇갈렸다. '애초에 아파트에서 담배를 피운 게 잘못'이라며 A씨를 옹호하는 의견이 있는가 하면 '물을 뿌리는 것도 정상적인 행동은 아니다'라는 글도 있었다. 네티즌들은 ""마음은 이해되지만 물을 뿌린 건 선을 넘었다"", ""베란다에서 담배를 피우는 건 되고, 물을 뿌리는 건 안 되나"" 등의 반응도 보였다. 두 사람의 행동에 대해 법적 판단을 받는다면 A씨와 남성 모두 처벌은 피하기 어려울 것으로 보인다. A씨의 물을 뿌린 행위는 폭행 또는 모욕죄로 처벌받을 수 있다. 남성은 주거침입죄가 적용될 수 있다. 다만 다툼의 원인이 된 '흡연'에 대해선 처벌할 근거가 없다. 현행 공동주택관리법에는 '공동주택의 입주자 등은 발코니·화장실 등 세대 내에서의 흡연으로 인해 다른 입주자 등에게 피해를 주지 않도록 노력해야 한다'고 적시돼 있지만, 과태료 등 별도의 처벌 규정이 없다. #흡연 #물 #훼손 #잠금장치","서윤경 기자","2025-07-30 12:04:12","https://n.news.naver.com/mnews/article/014/0005384623","2025-07-30 PM 12:35:10"
"100","2025-07-30 PM 12:34:51","한겨레","“3자 변제 철회 없는 양금덕 할머니 서훈은 절반의 정의”","일제 강제동원 피해자 양금덕 할머니. 강창광 선임기자 chang@hani.co.kr 윤석열 정부의 방해로 국민훈장 수여가 무산된 양금덕 할머니의 서훈을 이재명 정부가 다시 추진하자 시민단체가 ‘절반의 정의’라고 평가했다. 사단법인 일제강제동원시민모임은 30일 입장문을 내어 “정부가 29일 국무회의에서 양금덕 할머니에게 국민훈장을 수여하는 영예수여안을 심의·의결했다. 늦게나마 서훈 수여를 결정한 것은 다행이지만 지연된 정의를 바로잡는 시작에 불과하다”고 밝혔다. 이 단체는 정부가 제3자 변제를 철회하지 않은 채로 양 할머니에게 서훈을 수여하는 것은 ‘절반의 정의’라는 입장이다. 앞서 국가인권위원회는 30년간 일본 정부를 상대로 강제동원에 대한 사죄와 피해보상을 촉구한 공로를 인정해 양 할머니에게 2022년 12월9일 ‘세계 인권의 날’(매년 12월10일) 기념식에서 인권상(국민훈장 모란장)을 서훈할 예정이었다. 그러나 외교부기 ‘사전협의가 필요한 사항’이라는 의견을 냈고 행정안전부는 국무회의에 안건으로 제출하지 않아 무산됐다. 2018년 대법원에서 최종 승소한 양 할머니가 전범기업 미쓰비시 중공업의 한국내 자산을 강제 집행하려고 하자 외교부는 2022년 7월 대법원에 ‘일본과의 외교적 시간이 필요하다’는 내용의 의견서를 제출했고 현제까지 판결이 보류되고 있다. 시민모임은 “비록 윤석열 정권에서 벌어진 일이라고 할지라도 외교부는 책임에서 비켜 갈 수 없다”며 “행정의 연속성 차원에서 외교부는 지난 시절 자행한 국가폭력에 대해 지금이라도 석고대죄해야 한다”고 촉구했다. 시민모임은 이어 “지난 정부의 외교부 행태는 대법원 판결 취지를 뒤집고 제3자 변제를 관철하기 위해 빚어진 일”이라며 “양 할머니의 서훈 수여가 지난 정부의 잘못을 바로잡는 측면이라면, 지난 정부가 자행한 강제동원 제3자 변제안과 외교부의 ‘의견서’를 당장 철회해야 한다”고 했다.","김용희 기자","2025-07-30 12:02:18","https://n.news.naver.com/mnews/article/028/0002758652","2025-07-30 PM 12:35:10"
"100","2025-07-30 PM 12:34:51","중앙일보","韓 임상의사 수, OECD 끝에서 두번째…병상·외래진료는 '최다'","지난달 서울 시내 한 대학병원에서 의료진이 이동하고 있다. 연합뉴스 한국의 임상 의사 수가 경제협력개발기구(OECD) 국가 중에서 두번째로 적은 수준인 것으로 나타났다. 반면 병상 수와 외래진료 횟수는 가장 많은 것으로 나와 대조를 이뤘다. 보건복지부는 OECD가 최근 발표한 '보건통계(Health Statistics) 2025' 세부 내용을 분석한 결과를 30일 공개했다. 해당 통계는 건강 상태와 보건의료자원, 장기요양 등 보건의료 수치 전반을 담아 OECD가 매년 발표하는 데이터베이스다. 이번에 나온 자료는 대부분 2023년 기준으로 집계됐다. 보건의료 인력 통계를 살펴보면 환자를 진료하는 임상 의사 수(한의사 포함)는 2023년 기준 한국이 인구 1000명당 2.66명으로 집계됐다. OECD 국가 중에선 일본(2.65명) 다음으로 적었다. OECD 평균(3.86명)과 차이도 컸다. 박경민 기자 이처럼 의사 수가 적다는 수치는 윤석열 정부의 의대 증원 과정서 주요 근거로 쓰인 바 있다. 지난해 9월 대통령실이 OECD 최하위를 찍은 임상 의사 수(22년 기준)를 두고 ""의대 증원이 선택이 아닌 필수임을 여실히 보여주고 있다""고 밝힌 게 대표적이다. 국내 의학 계열(한의학 포함·치의학 제외) 졸업자는 인구 10만명당 7.4명이었다. 이스라엘, 캐나다에 이어 세 번째로 적었다. 임상 간호인력(간호사·간호조무사) 수도 1000명당 9.5명으로 OECD 평균(9.7명)보다 낮은 수준이었다. 반면 한국의 의료 공급·소비는 최상위권이었다. 23년 기준 병원 병상 수는 1000명당 12.6개로 OECD 국가 1위였다. 평균치(4.2개)의 3배에 달한다. 자기공명영상(MRI)과 컴퓨터단층촬영(CT) 같은 의료 장비 수도 다른 나라보다 많은 편이었다. 국민 1인당 외래 진료 횟수는 연간 18회로 OECD 국가 중에서 가장 높았다. 경상 의료비는 국내총생산(GDP) 대비 8.5%로 OECD 평균(9.1%)보다 다소 낮았다. 하지만 지난 10년간 빠르게 증가하면서 다른 나라 수준에 근접하고 있다. 경상 의료비는 보건의료 서비스·재화에 소비된 국민 전체의 1년간 지출 총액을 말한다. 박경민 기자 23년 기준 한국 국민의 기대수명은 83.5년(남성 80.6세, 여성 86.4세)으로 나타났다. OECD 평균(81.1년)보다 훨씬 높은 상위권에 속했다. 기대수명이 가장 긴 스위스(84.3년)와는 0.8년의 차이를 보였다. 기대수명은 해당연도 출생아가 앞으로 살 것으로 기대되는 연수를 의미한다. 대부분 국가에서 생활환경 개선과 교육 수준 향상, 의료서비스 발달 등으로 증가하는 양상이다. 한국도 꾸준히 늘다가 22년(82.7년)에 떨어지며 잠시 주춤했지만, 23년에 다시 반등했다.","정종훈 기자","2025-07-30 12:01:57","https://n.news.naver.com/mnews/article/025/0003458737","2025-07-30 PM 12:35:10"
"100","2025-07-30 PM 12:34:51","한국일보","경찰, 가락동 유흥가 성매매업 운영자 및 호객꾼 54명 검거","이달부터 호객 행위 사라져 게티이미지뱅크 서울 송파구 가락동 유흥가에서 노골적인 호객행위와 성매매 알선을 일삼은 업주와 호객꾼들이 경찰에 붙잡혔다. 서울경찰청 풍속범죄수사팀은 성매매처벌법 및 직업안정법·식품위생법 위반 혐의로 서울 송파구 가락동 일대 유흥업소·유흥종사자 송출업체(보도방) 운영자와 호객꾼 등 54명을 검거, 불구속 상태로 검찰에 넘겼다고 30일 밝혔다. 앞서 경찰은 가락동 유흥업소 밀집 지역에서 호객행위와 성매매 알선이 만연하다는 사실을 인지한 뒤 지난해 11월부터 올해 5월까지 기획 단속을 벌였다. 업소들은 인근 주민이 다니는 인도뿐 아니라 도로까지 점령하며 행인을 상대로 호객행위를 벌인 것으로 나타났다. 경찰은 지난해 11월 두 차례에 걸쳐 유흥업소 11곳을 압수수색한 뒤 관계자 38명을 붙잡았다. 이후에도 호객행위가 끊이지 않자 올해 4, 5월 두 차례 현장 단속을 통해 16명을 추가 검거했다. 수사 결과 손님을 끌어들이기 위한 업소 간 경쟁이 과열되면서 호객행위가 늘어난 것으로 드러났다. 경찰은 송파경찰서와 송파구청 등 유관기관과 합동으로 현장 캠페인도 병행한 결과 이달부터 일대 호객행위가 사라졌다고 설명했다.","권정현 기자","2025-07-30 12:01:12","https://n.news.naver.com/mnews/article/469/0000878910","2025-07-30 PM 12:35:10"
