title,link,press,timestamp
"與전대 닷새앞…鄭 ""당심이 승부 갈라"" 朴 ""대통령과 함께 책임""","https://n.news.naver.com/mnews/article/001/0015533754","연합뉴스","2025-07-28 PM 12:51:09"
"李정부 화해 손길 뿌리친 北…남북관계 앞날 예상대로 '험로'(종합)","https://n.news.naver.com/mnews/article/001/0015533753","연합뉴스","2025-07-28 PM 12:51:09"
"李 공약 현실화? 스테이블 코인 제도화 與 첫 법안 발의","https://n.news.naver.com/mnews/article/025/0003458110","중앙일보","2025-07-28 PM 12:51:09"
"“李대통령, 최동석 문제 결단하라”…野 경질 요구 봇물","https://n.news.naver.com/mnews/article/016/0002506021","헤럴드경제","2025-07-28 PM 12:51:09"
"신천지 연루설·이준석 압수수색…野 덮친 악재에 민주당 반색","https://n.news.naver.com/mnews/article/025/0003458109","중앙일보","2025-07-28 PM 12:51:09"
"신평 ""尹 독방, '처참한 생지옥'…감옥서 죽어야 한다는 말 현실화""","https://n.news.naver.com/mnews/article/014/0005383378","파이낸셜뉴스","2025-07-28 PM 12:51:09"
"이준석 ""오해살 일 안 했으면""...관세 협상 여야 '촉각'","https://n.news.naver.com/mnews/article/052/0002225552","YTN","2025-07-28 PM 12:51:09"
"한·미 관세 갈등 노려…北 김여정 ""이재명 정부 한·미동맹 맹신…대적인식 변화 없어""","https://n.news.naver.com/mnews/article/025/0003458101","중앙일보","2025-07-28 PM 12:51:09"
"이재명 정부 유화책 걷어찬 북한… “어떤 말도 흥미없다”","https://n.news.naver.com/mnews/article/021/0002725730","문화일보","2025-07-28 PM 12:51:09"
"北 김여정 “李도 전임자와 똑같아… 마주앉을 일 없어”","https://n.news.naver.com/mnews/article/021/0002725714","문화일보","2025-07-28 PM 12:51:09"
"전한길·신천지…논란 속출에 내홍 커지는 국힘, 지지율도 침체","https://n.news.naver.com/mnews/article/001/0015533648","연합뉴스","2025-07-28 PM 12:51:09"
"최동석 논란 지속에 여 지도부 방어막…일각 ""선 넘어, 정리해야""","https://n.news.naver.com/mnews/article/055/0001279030","SBS","2025-07-28 PM 12:51:09"
"2시간여 논의 끝에... 민주당 ""노란봉투법 8월 4일 통과 목표""","https://n.news.naver.com/mnews/article/047/0002482524","오마이뉴스","2025-07-28 PM 12:51:09"
"개혁신당, ""정치적 망신주기"" 반발하면서도 국힘 향해선 ""신경 꺼라""","https://n.news.naver.com/mnews/article/047/0002482523","오마이뉴스","2025-07-28 PM 12:51:09"
"송언석 “李, 기업 때려 잡기” VS 김병기 “뒤에서 총질”","https://n.news.naver.com/mnews/article/020/0003650808","동아일보","2025-07-28 PM 12:51:09"
"[무등의 아침] “김빠진 민주당 대표 후보 토론회…정청래 ‘노컷 대표’ 발언, 현역 단체장 지지 노림수”","https://n.news.naver.com/mnews/article/056/0011997516","KBS","2025-07-28 PM 12:51:09"
"김여정 ""韓과 마주앉을 일 없어…李, 전임자와 다를 바 없어""(종합)","https://n.news.naver.com/mnews/article/001/0015533536","연합뉴스","2025-07-28 PM 12:51:09"
"'대표 첫날 압수수색' 당한 이준석, 특검에 ""오해 살 일 말아라"" 반발","https://n.news.naver.com/mnews/article/469/0000878442","한국일보","2025-07-28 PM 12:51:09"
"국힘 당권주자 혁신안 경쟁…인적 쇄신 ‘동상이몽’ [이런정치]","https://n.news.naver.com/mnews/article/016/0002505963","헤럴드경제","2025-07-28 PM 12:51:09"
"개혁신당 “특검, 이준석 대표 첫날 압수수색…정치적 망신주기”","https://n.news.naver.com/mnews/article/020/0003650799","동아일보","2025-07-28 PM 12:51:09"
"北 “이재명, 전임자와 다르지 않아”…대통령실 “北 첫 담화 유의”","https://n.news.naver.com/mnews/article/016/0002505954","헤럴드경제","2025-07-28 PM 12:51:09"
"개혁신당, 김건희 특검 '이준석 압수수색'에 ""정치적 망신주기""","https://n.news.naver.com/mnews/article/014/0005383345","파이낸셜뉴스","2025-07-28 PM 12:51:09"
"국힘 ‘최동석 사퇴’ 일제히 요구···송언석 “초대형 막말 유튜버”","https://n.news.naver.com/mnews/article/032/0003385713","경향신문","2025-07-28 PM 12:51:09"
"尹 접견 신평 “1.8평 독방, 책상도 없이 골판지 받침대 하나…서방국가에 인권탄압 중지 호소”","https://n.news.naver.com/mnews/article/021/0002725645","문화일보","2025-07-28 PM 12:51:09"
"정부, 미국에 수십조원 규모 '마스가(MASGA)' 프로젝트 제안(종합)","https://n.news.naver.com/mnews/article/001/0015533426","연합뉴스","2025-07-28 PM 12:51:09"
"[자막뉴스] ""현행범도 아니고, 압수수색 시기 공교롭다""...특검 저격한 이준석","https://n.news.naver.com/mnews/article/052/0002225535","YTN","2025-07-28 PM 12:51:09"
"이준석, 특검 압수수색에 ""시기 공교로워…오해 살일 안 했으면""","https://n.news.naver.com/mnews/article/001/0015533390","연합뉴스","2025-07-28 PM 12:51:09"
"김병기 ""김건희 오빠 장모집서 고가 목걸이 발견, 증거인멸·은닉""","https://n.news.naver.com/mnews/article/047/0002482511","오마이뉴스","2025-07-28 PM 12:51:09"
"'尹부부 공천 의혹' 최호 전 경기도의원 숨진 채 발견(종합)","https://n.news.naver.com/mnews/article/001/0015533353","연합뉴스","2025-07-28 PM 12:51:09"
"혁신안 발표 안철수 “대통령직 헌납한 김문수, 거취 결정하라”","https://n.news.naver.com/mnews/article/016/0002505901","헤럴드경제","2025-07-28 PM 12:51:09"
"안철수 “김문수, 스스로 거취 정하라”","https://n.news.naver.com/mnews/article/014/0005383303","파이낸셜뉴스","2025-07-28 PM 12:51:09"
"軍 간부 희망전역·휴직 역대 최다…“軍 붕괴 우려”","https://n.news.naver.com/mnews/article/016/0002505894","헤럴드경제","2025-07-28 PM 12:51:09"
"[전격시사] 김영배 더불어민주당 의원 - “관세 협상 ‘운명의 4일’” “자동차-철강-반도체-선박 우리의 강점…국민들과 진지한 토론 필요”","https://n.news.naver.com/mnews/article/056/0011997481","KBS","2025-07-28 PM 12:51:09"
"안철수 ""이재명에 대통령직 헌납한 김문수, 스스로 거취 정해야""","https://n.news.naver.com/mnews/article/055/0001278999","SBS","2025-07-28 PM 12:51:09"
"[뉴스퀘어10] '공천개입' 수사 속도...윤, 김건희 특검도 불응?","https://n.news.naver.com/mnews/article/052/0002225508","YTN","2025-07-28 PM 12:51:09"
"해병대 참가 호주 ‘탈리스만 세이버’ 다국적연합훈련에 주한미군사령관 방문 왜?","https://n.news.naver.com/mnews/article/021/0002725639","문화일보","2025-07-28 PM 12:51:09"
"윤석열 재산 6억인데... 계엄 피해 '1인당 10만원 배상', 어떻게?","https://n.news.naver.com/mnews/article/047/0002482509","오마이뉴스","2025-07-28 PM 12:51:09"
"이준석 ""오해살 일 안 했으면""...관세 협상에 여야 '촉각'","https://n.news.naver.com/mnews/article/052/0002225524","YTN","2025-07-28 PM 12:51:09"
"[속보]계엄 후 軍간부 ‘엑소더스’ 가속화…올 전반기 희망전역·휴직 2021년 대비 2.1배 역대 최다","https://n.news.naver.com/mnews/article/021/0002725636","문화일보","2025-07-28 PM 12:51:09"
"‘한국형 패트리엇’ 천궁-Ⅱ개량형 초도배치 완료…北 미사일 정밀 요격가능, 글로벌 방산시장도 주목","https://n.news.naver.com/mnews/article/021/0002725635","문화일보","2025-07-28 PM 12:51:09"
"한동훈 “최동석, 문재인보다 나한테 10점 더 줘..고맙진 않다""","https://n.news.naver.com/mnews/article/014/0005383280","파이낸셜뉴스","2025-07-28 PM 12:51:09"
"당정, 배당소득세 옥신각신 와중..野 “우리는 찬성”","https://n.news.naver.com/mnews/article/014/0005383278","파이낸셜뉴스","2025-07-28 PM 12:51:09"
"한동훈 ""최동석, 文에 -70점, 나에게 -60점…점수표 기괴해""","https://n.news.naver.com/mnews/article/025/0003458070","중앙일보","2025-07-28 PM 12:51:09"
"[취재파일] 야당 때 다르고 여당 때 다르다? 시험대 오른 '민주당의 노란봉투법'","https://n.news.naver.com/mnews/article/055/0001278991","SBS","2025-07-28 PM 12:51:09"
"軍출신이 맡던 국방부 인사기획관에 사상 첫 공무원 임명","https://n.news.naver.com/mnews/article/001/0015533277","연합뉴스","2025-07-28 PM 12:51:09"
"민주당 박상혁 “국힘, 신천지·전광훈 위성정당인가”","https://n.news.naver.com/mnews/article/005/0001792368","국민일보","2025-07-28 PM 12:51:09"
"관세협상 고민 커진 대통령실…관건은 ‘1000억 달러+α’ 투자규모[이런정치]","https://n.news.naver.com/mnews/article/016/0002505855","헤럴드경제","2025-07-28 PM 12:51:09"
"[현장영상+] 개혁신당 ""이준석 압수수색, 정치적 오해 불가피...망신주기 의심""","https://n.news.naver.com/mnews/article/052/0002225496","YTN","2025-07-28 PM 12:51:09"
"[정치쇼] 김종인 ""관세협상 열쇠는 트럼프 비위 맞추기…방위비 패키지 협상해야""","https://n.news.naver.com/mnews/article/055/0001278980","SBS","2025-07-28 PM 12:51:09"
"국방부, 예비역 장군 보직 ‘인사기획관’에 민간 공무원 발탁…문민 국방장관 민간인 국·실장 기용 확대 주목","https://n.news.naver.com/mnews/article/021/0002725625","문화일보","2025-07-28 PM 12:51:09"
"UAE·이라크도 반한 K-방공… 천궁-II, 2차 개량 전력화","https://n.news.naver.com/mnews/article/020/0003650785","동아일보","2025-07-28 PM 12:51:09"
"조계종 진우스님 ""조국 사면 간절히 청한다""…대통령실에 서한","https://n.news.naver.com/mnews/article/025/0003458064","중앙일보","2025-07-28 PM 12:51:09"
"정부, 미국에 수십조원 규모 '마스가(MASGA)' 프로젝트 제안","https://n.news.naver.com/mnews/article/001/0015533245","연합뉴스","2025-07-28 PM 12:51:09"
"송언석 “최동석 막말 논란 점입가경…이 대통령, 결단해야”","https://n.news.naver.com/mnews/article/056/0011997425","KBS","2025-07-28 PM 12:51:09"
"계속되는 '조국사면' 요구…조계종 총무원장도 대통령실에 서한","https://n.news.naver.com/mnews/article/001/0015533213","연합뉴스","2025-07-28 PM 12:51:09"
"南 공들이는데…北 대화 거부 “이재명, 전임자와 다를 바 없다”","https://n.news.naver.com/mnews/article/016/0002505818","헤럴드경제","2025-07-28 PM 12:51:09"
